"Accl.","Zone","El�ment","X","Y","Z","Dist. cumul.","Longueur","D�flexion","Corhgeo","Gisement","Pente Z","Tilt Z","Date&nbsp;Calcul","Comm","Id point ","Id assemb.","Id slot"
"BR","360","QFO.81.S","1832.212110","2096.516420","2433.660000","73.840300","0.456000","0.000000000","0.000000","187.7809600","0.000000000","0.000000000","19-JUN-1990","-","80348","2459204","2459204"
"BR","360","BPM.8L3.E","1832.230420","2096.422190","2433.660000","73.936300","-","0.000000000","0.000000","187.7809600","0.000000000","0.000000000","19-JUN-1990","-","80467","2452496","2459216"
"BR","360","BPM.8L3.S","1832.327330","2095.923520","2433.660000","74.444300","0.508000","0.000000000","0.000000","187.7809600","0.000000000","0.000000000","19-JUN-1990","-","80468","2452496","2459216"
"BR","360","QDE.8.E","1832.345640","2095.829280","2433.660000","74.540300","-","0.000000000","0.000000","187.7809600","0.000000000","0.000000000","19-JUN-1990","-","80349","2459222","2459222"
"BR","360","QDE.8.S","1832.504740","2095.010590","2433.660000","75.374300","0.834000","0.000000000","0.000000","187.7809600","0.000000000","0.000000000","19-JUN-1990","-","80350","2459222","2459222"
"BR","360","DBSH.8L4.E","1832.521710","2094.923230","2433.660000","75.463300","-","0.000000000","0.000000","187.7809600","0.000000000","0.000000000","19-JUN-1990","-","80351","2452503","2459227"
"BR","360","DBSH.8L4.S","1832.621290","2094.410810","2433.660000","75.985300","0.522000","0.000000000","0.000000","187.7809600","0.000000000","0.000000000","19-JUN-1990","-","80352","2452503","2459227"
"BR","360","QFO.82.E","1832.638460","2094.322470","2433.660000","76.075300","-","0.000000000","0.000000","187.7809600","0.000000000","0.000000000","19-JUN-1990","-","80353","2459205","2459205"
"BR","360","QFO.82.S","1832.725440","2093.874840","2433.660000","76.531300","0.456000","0.000000000","0.000000","187.7809600","0.000000000","0.000000000","19-JUN-1990","-","80354","2459205","2459205"
"BR","360","BHZ.82.E","1832.800040","2093.490960","2433.660000","76.922300","-","0.098175000","0.000000","187.7809600","0.000000000","0.000000000","19-JUN-1990","-","80355","2459197","2459197"
"BR","360","BHZ.82.S","1833.262060","2091.943350","2433.660000","78.539996","1.617696","0.098175000","0.000000","175.2809910","0.000000000","0.000000000","19-JUN-1990","-","80356","2459197","2459197"
"BR","360","MCC.9L1.E","1833.294241","2091.864677","2433.660000","78.624996","-","0.000000000","0.000000","175.2809910","0.000000000","0.000000000","31-JUL-2015","-","773913","2452507","2452507"
"BR","360","MCC.9L1.S","1833.491871","2091.381535","2433.660000","79.146996","0.522000","0.000000000","0.000000","175.2809910","0.000000000","0.000000000","31-JUL-2015","-","773914","2452507","2452507"
"BR","360","MM.9L1.E","1833.956037","2090.246799","2433.660000","80.372996","-","0.000000000","0.000000","175.2809910","0.000000000","0.000000000","31-JUL-2015","-","773915","2452513","2452513"
"BR","360","MM.9L1.S","1834.153667","2089.763657","2433.660000","80.894996","0.522000","0.000000000","0.000000","175.2809910","0.000000000","0.000000000","31-JUL-2015","-","773916","2452513","2452513"
"BR","360","BHZ.91.E","1834.266870","2089.486920","2433.660000","81.193996","-","0.098175000","0.000000","175.2809910","0.000000000","0.000000000","19-JUN-1990","-","80357","2459259","2459259"
"BR","360","BHZ.91.S","1835.021930","2088.059180","2433.660000","82.811692","1.617696","0.098175000","0.000000","162.7810820","0.000000000","0.000000000","19-JUN-1990","-","80358","2459259","2459259"
"BR","360","QFO.91.E","1835.237230","2087.733850","2433.660000","83.201802","-","0.000000000","0.000000","162.7810820","0.000000000","0.000000000","19-JUN-1990","-","80359","2459263","2459263"
"BR","360","QFO.91.S","1835.488900","2087.353590","2433.660000","83.657802","0.456000","0.000000000","0.000000","162.7810820","0.000000000","0.000000000","19-JUN-1990","-","80360","2459263","2459263"
"BR","360","BPM.9L3.E","1835.541880","2087.273530","2433.660000","83.753802","-","0.000000000","0.000000","162.7810820","0.000000000","0.000000000","19-JUN-1990","-","80469","2452515","2459275"
"BR","360","BPM.9L3.S","1835.822240","2086.849900","2433.660000","84.261802","0.508000","0.000000000","0.000000","162.7810820","0.000000000","0.000000000","19-JUN-1990","-","80470","2452515","2459275"
"BR","360","QDE.9.E","1835.875220","2086.769850","2433.660000","84.357802","-","0.000000000","0.000000","162.7810820","0.000000000","0.000000000","19-JUN-1990","-","80361","2459281","2459281"
"BR","360","QDE.9.S","1836.335500","2086.074360","2433.660000","85.191802","0.834000","0.000000000","0.000000","162.7810820","0.000000000","0.000000000","19-JUN-1990","-","80362","2459281","2459281"
"BR","360","DBSH.9L4.E","1836.384620","2086.000140","2433.660000","85.280802","-","0.000000000","0.000000","162.7810820","0.000000000","0.000000000","19-JUN-1990","-","80363","2452522","2459286"
"BR","360","DBSH.9L4.S","1836.672710","2085.564840","2433.660000","85.802802","0.522000","0.000000000","0.000000","162.7810820","0.000000000","0.000000000","19-JUN-1990","-","80364","2452522","2459286"
"BR","360","QFO.92.E","1836.722380","2085.489790","2433.660000","85.892802","-","0.000000000","0.000000","162.7810820","0.000000000","0.000000000","19-JUN-1990","-","80365","2459264","2459264"
"BR","360","QFO.92.S","1836.974050","2085.109520","2433.660000","86.348802","0.456000","0.000000000","0.000000","162.7810820","0.000000000","0.000000000","19-JUN-1990","-","80366","2459264","2459264"
"BR","360","BHZ.92.E","1837.189870","2084.783410","2433.660000","86.739802","-","0.098175000","0.000000","162.7810820","0.000000000","0.000000000","19-JUN-1990","-","80367","2459260","2459260"
"BR","360","BHZ.92.S","1838.208960","2083.530410","2433.660000","88.357498","1.617696","0.098175000","0.000000","150.2808840","0.000000000","0.000000000","19-JUN-1990","-","80368","2459260","2459260"
"BR","360","C02.10L1.E","1838.283580","2083.455130","2433.660000","88.463498","-","0.000000000","0.000000","150.2808840","0.000000000","0.000000000","16-DEC-1997","-","178747","2452524","2459291"
"BR","360","C02.10L1.S","1840.002700","2081.720770","2433.660000","90.905498","2.442000","0.000000000","0.000000","150.2808840","0.000000000","0.000000000","16-DEC-1997","-","178748","2452524","2459291"
"BR","360","BHZ.101.E","1840.077320","2081.645490","2433.660000","91.011498","-","0.098175000","0.000000","150.2808840","0.000000000","0.000000000","19-JUN-1990","-","80369","2459292","2459292"
"BR","360","BHZ.101.S","1841.321280","2080.615380","2433.660000","92.629194","1.617696","0.098175000","0.000000","137.7810360","0.000000000","0.000000000","19-JUN-1990","-","80370","2459292","2459292"
"BR","360","QFO.101.E","1841.644690","2080.397210","2433.660000","93.019294","-","0.000000000","0.000000","137.7810360","0.000000000","0.000000000","19-JUN-1990","-","80371","2459296","2459296"
"BR","360","QFO.101.S","1842.022720","2080.142200","2433.660000","93.475294","0.456000","0.000000000","0.000000","137.7810360","0.000000000","0.000000000","19-JUN-1990","-","80372","2459296","2459296"
"BR","360","BPM.10L3.E","1842.102300","2080.088510","2433.660000","93.571294","-","0.000000000","0.000000","137.7810360","0.000000000","0.000000000","19-JUN-1990","-","80471","2452525","2459308"
"BR","360","BPM.10L3.S","1842.523440","2079.804420","2433.660000","94.079294","0.508000","0.000000000","0.000000","137.7810360","0.000000000","0.000000000","19-JUN-1990","-","80472","2452525","2459308"
"BR","360","QDE.10.E","1842.603030","2079.750730","2433.660000","94.175294","-","0.000000000","0.000000","137.7810360","0.000000000","0.000000000","19-JUN-1990","-","80373","2459314","2459314"
"BR","360","QDE.10.S","1843.294420","2079.284330","2433.660000","95.009294","0.834000","0.000000000","0.000000","137.7810360","0.000000000","0.000000000","19-JUN-1990","-","80374","2459314","2459314"
"BR","360","MCC.10L4.E","1843.368200","2079.234560","2433.660000","95.098294","-","0.000000000","0.000000","137.7810360","0.000000000","0.000000000","19-JUN-1990","-","80375","2452532","2452532"
"BR","360","MCC.10L4.S","1843.800940","2078.942640","2433.660000","95.620294","0.522000","0.000000000","0.000000","137.7810360","0.000000000","0.000000000","19-JUN-1990","-","80376","2452532","2452532"
"BR","360","QFO.102.E","1843.875560","2078.892310","2433.660000","95.710294","-","0.000000000","0.000000","137.7810360","0.000000000","0.000000000","19-JUN-1990","-","80377","2459297","2459297"
"BR","360","QFO.102.S","1844.253580","2078.637300","2433.660000","96.166294","0.456000","0.000000000","0.000000","137.7810360","0.000000000","0.000000000","19-JUN-1990","-","80378","2459297","2459297"
"BR","360","BHZ.102.E","1844.577780","2078.418600","2433.660000","96.557304","-","0.098175000","0.000000","137.7810360","0.000000000","0.000000000","19-JUN-1990","-","80379","2459293","2459293"
"BR","360","BHZ.102.S","1845.998800","2077.650970","2433.660000","98.175000","1.617696","0.098175000","0.000000","125.2810360","0.000000000","0.000000000","19-JUN-1990","-","80380","2459293","2459293"
"BR","360","MCC.11L1.E","1846.065197","2077.623123","2433.660000","98.247000","-","0.000000000","0.000000","125.2810360","0.000000000","0.000000000","31-JUL-2015","-","773909","2452536","2452536"
"BR","360","MCC.11L1.S","1846.546576","2077.421236","2433.660000","98.769000","0.522000","0.000000000","0.000000","125.2810360","0.000000000","0.000000000","31-JUL-2015","-","773910","2452536","2452536"
"BR","360","MM.11L1.E","1847.113717","2077.183379","2433.660000","99.384000","-","0.000000000","0.000000","125.2810360","0.000000000","0.000000000","31-JUL-2015","-","773911","2452540","2452540"
"BR","360","MM.11L1.S","1847.582185","2076.986906","2433.660000","99.892000","0.508000","0.000000000","0.000000","125.2810360","0.000000000","0.000000000","31-JUL-2015","-","773912","2452540","2452540"
"BR","360","BHZ.111.E","1848.446260","2076.624520","2433.660000","100.829000","-","0.098175000","0.000000","125.2810360","0.000000000","0.000000000","19-JUN-1990","-","80381","2459343","2459343"
"BR","360","BHZ.111.S","1849.989740","2076.148860","2433.660000","102.446696","1.617696","0.098175000","0.000000","112.7808760","0.000000000","0.000000000","19-JUN-1990","-","80382","2459343","2459343"
"BR","360","QFO.111.E","1850.372020","2076.071070","2433.660000","102.836796","-","0.000000000","0.000000","112.7808760","0.000000000","0.000000000","19-JUN-1990","-","80383","2459351","2459351"
"BR","360","QFO.111.S","1850.818860","2075.980130","2433.660000","103.292796","0.456000","0.000000000","0.000000","112.7808760","0.000000000","0.000000000","19-JUN-1990","-","80384","2459351","2459351"
"BR","360","BPM.11L3.E","1850.912930","2075.960990","2433.660000","103.388796","-","0.000000000","0.000000","112.7808760","0.000000000","0.000000000","19-JUN-1990","-","80473","2452543","2459363"
"BR","360","BPM.11L3.S","1851.410730","2075.859680","2433.660000","103.896796","0.508000","0.000000000","0.000000","112.7808760","0.000000000","0.000000000","19-JUN-1990","-","80474","2452543","2459363"
"BR","360","QDE.11.E","1851.504800","2075.840540","2433.660000","103.992796","-","0.000000000","0.000000","112.7808760","0.000000000","0.000000000","19-JUN-1990","-","80385","2459369","2459369"
"BR","360","QDE.11.S","1852.322050","2075.674230","2433.660000","104.826796","0.834000","0.000000000","0.000000","112.7808760","0.000000000","0.000000000","19-JUN-1990","-","80386","2459369","2459369"
"BR","360","DHZ.11L4.E","1852.409260","2075.656480","2433.660000","104.915796","-","0.000000000","0.000000","112.7808760","0.000000000","0.000000000","19-JUN-1990","-","80387","2452550","2459378"
"BR","360","DHZ.11L4.S","1852.920780","2075.552380","2433.660000","105.437796","0.522000","0.000000000","0.000000","112.7808760","0.000000000","0.000000000","19-JUN-1990","-","80388","2452550","2459378"
"BR","360","QFO.112.E","1853.008970","2075.534430","2433.660000","105.527796","-","0.000000000","0.000000","112.7808760","0.000000000","0.000000000","19-JUN-1990","-","80389","2459352","2459352"
"BR","360","QFO.112.S","1853.455810","2075.443500","2433.660000","105.983796","0.456000","0.000000000","0.000000","112.7808760","0.000000000","0.000000000","19-JUN-1990","-","80390","2459352","2459352"
"BR","360","BHZ.112.E","1853.839020","2075.365520","2433.660000","106.374806","-","0.098175000","0.000000","112.7808760","0.000000000","0.000000000","19-JUN-1990","-","80391","2459344","2459344"
"BR","360","BHZ.112.S","1855.445630","2075.200120","2433.660000","107.992502","1.617696","0.098175000","0.000000","100.2806850","0.000000000","0.000000000","19-JUN-1990","-","80392","2459344","2459344"
"BR","360","KQM.12L1.E","1856.001475","2075.197669","2433.660000","108.548352","-","0.000000000","0.000000","100.2806850","0.000000000","0.000000000","09-JUL-2013","-","770356","2452552","2459388"
"BR","360","KQM.12L1.S","1857.231463","2075.192246","2433.660000","109.778352","1.230000","0.000000000","0.000000","100.2806850","0.000000000","0.000000000","09-JUL-2013","-","770357","2452552","2459388"
"BR","360","MM.12L1.E","1857.278608","2075.192020","2433.660000","109.825502","-","0.000000000","0.000000","100.2806850","0.000000000","0.000000000","31-JUL-2015","-","773917","2452555","2452555"
"BR","360","MM.12L1.S","1857.800603","2075.189718","2433.660000","110.347502","0.522000","0.000000000","0.000000","100.2806850","0.000000000","0.000000000","31-JUL-2015","-","773918","2452555","2452555"
"BR","360","BHZ.121.E","1858.099600","2075.188400","2433.660000","110.646502","-","0.098175000","0.000000","100.2806850","0.000000000","0.000000000","19-JUN-1990","-","80393","2459406","2459406"
"BR","360","BHZ.121.S","1859.707610","2075.339620","2433.660000","112.264198","1.617696","0.098175000","0.000000","87.7811200","0.000000000","0.000000000","19-JUN-1990","-","80394","2459406","2459406"
"BR","360","QFO.121.E","1860.090570","2075.414030","2433.660000","112.654298","-","0.000000000","0.000000","87.7811200","0.000000000","0.000000000","19-JUN-1990","-","80395","2459410","2459410"
"BR","360","QFO.121.S","1860.538190","2075.501020","2433.660000","113.110298","0.456000","0.000000000","0.000000","87.7811200","0.000000000","0.000000000","19-JUN-1990","-","80396","2459410","2459410"
"BR","360","BPM.12L3.E","1860.632430","2075.519330","2433.660000","113.206298","-","0.000000000","0.000000","87.7811200","0.000000000","0.000000000","19-JUN-1990","-","80475","2452557","2459422"
"BR","360","BPM.12L3.S","1861.131100","2075.616240","2433.660000","113.714298","0.508000","0.000000000","0.000000","87.7811200","0.000000000","0.000000000","19-JUN-1990","-","80476","2452557","2459422"
"BR","360","QDE.12.E","1861.225340","2075.634550","2433.660000","113.810298","-","0.000000000","0.000000","87.7811200","0.000000000","0.000000000","19-JUN-1990","-","80397","2459428","2459428"
"BR","360","QDE.12.S","1862.044020","2075.793650","2433.660000","114.644298","0.834000","0.000000000","0.000000","87.7811200","0.000000000","0.000000000","19-JUN-1990","-","80398","2459428","2459428"
"BR","360","DHZ.12L4.E","1862.131390","2075.810620","2433.660000","114.733298","-","0.000000000","0.000000","87.7811200","0.000000000","0.000000000","19-JUN-1990","-","80399","2452564","2459437"
"BR","360","DHZ.12L4.S","1862.643800","2075.910200","2433.660000","115.255298","0.522000","0.000000000","0.000000","87.7811200","0.000000000","0.000000000","19-JUN-1990","-","80400","2452564","2459437"
"BR","360","QFO.122.E","1862.732150","2075.927370","2433.660000","115.345298","-","0.000000000","0.000000","87.7811200","0.000000000","0.000000000","19-JUN-1990","-","80401","2459411","2459411"
"BR","360","QFO.122.S","1863.179780","2076.014360","2433.660000","115.801298","0.456000","0.000000000","0.000000","87.7811200","0.000000000","0.000000000","19-JUN-1990","-","80402","2459411","2459411"
"BR","360","BHZ.122.E","1863.563660","2076.088950","2433.660000","116.192308","-","0.098175000","0.000000","87.7811200","0.000000000","0.000000000","19-JUN-1990","-","80403","2459407","2459407"
"BR","360","BHZ.122.S","1865.111270","2076.550970","2433.660000","117.810004","1.617696","0.098175000","0.000000","75.2809910","0.000000000","0.000000000","19-JUN-1990","-","80404","2459407","2459407"
"BR","360","BHZ.131.E","1867.567700","2077.555780","2433.660000","120.464004","-","0.098175000","0.000000","75.2809910","0.000000000","0.000000000","19-JUN-1990","-","80405","2459449","2459449"
"BR","360","BHZ.131.S","1868.995440","2078.310840","2433.660000","122.081700","1.617696","0.098175000","0.000000","62.7809940","0.000000000","0.000000000","19-JUN-1990","-","80406","2459449","2459449"
"BR","360","QFO.131.E","1869.320770","2078.526140","2433.660000","122.471800","-","0.000000000","0.000000","62.7809940","0.000000000","0.000000000","19-JUN-1990","-","80407","2459453","2459453"
"BR","360","QFO.131.S","1869.701030","2078.777810","2433.660000","122.927800","0.456000","0.000000000","0.000000","62.7809940","0.000000000","0.000000000","19-JUN-1990","-","80408","2459453","2459453"
"BR","360","BPM.13L3.E","1869.781090","2078.830790","2433.660000","123.023800","-","0.000000000","0.000000","62.7809940","0.000000000","0.000000000","19-JUN-1990","-","80477","2452567","2459465"
"BR","360","BPM.13L3.S","1870.204720","2079.111150","2433.660000","123.531800","0.508000","0.000000000","0.000000","62.7809940","0.000000000","0.000000000","19-JUN-1990","-","80478","2452567","2459465"
"BR","360","QDE.13.E","1870.284770","2079.164130","2433.660000","123.627800","-","0.000000000","0.000000","62.7809940","0.000000000","0.000000000","19-JUN-1990","-","80409","2459471","2459471"
"BR","360","QDE.13.S","1870.980260","2079.624410","2433.660000","124.461800","0.834000","0.000000000","0.000000","62.7809940","0.000000000","0.000000000","19-JUN-1990","-","80410","2459471","2459471"
"BR","360","DHZ.13L4.E","1871.054470","2079.673530","2433.660000","124.550800","-","0.000000000","0.000000","62.7809940","0.000000000","0.000000000","19-JUN-1990","-","80411","2452574","2459476"
"BR","360","DHZ.13L4.S","1871.489780","2079.961620","2433.660000","125.072800","0.522000","0.000000000","0.000000","62.7809940","0.000000000","0.000000000","19-JUN-1990","-","80412","2452574","2459476"
"BR","360","QFO.132.E","1871.564830","2080.011290","2433.660000","125.162800","-","0.000000000","0.000000","62.7809940","0.000000000","0.000000000","19-JUN-1990","-","80413","2459454","2459454"
"BR","360","QFO.132.S","1871.945090","2080.262960","2433.660000","125.618800","0.456000","0.000000000","0.000000","62.7809940","0.000000000","0.000000000","19-JUN-1990","-","80414","2459454","2459454"
"BR","360","BHZ.132.E","1872.271200","2080.478780","2433.660000","126.009800","-","0.098175000","0.000000","62.7809940","0.000000000","0.000000000","19-JUN-1990","-","80415","2459450","2459450"
"BR","360","BHZ.132.S","1873.524210","2081.497870","2433.660000","127.627496","1.617696","0.098175000","0.000000","50.2808950","0.000000000","0.000000000","19-JUN-1990","-","80416","2459450","2459450"
"BR","360","KFA.14L1.E","1873.896152","2081.866544","2433.660000","128.151196","-","0.000000000","0.000000","50.2808950","0.000000000","0.000000000","29-JUL-2015","-","773536","5736994","5736994"
"BR","360","KFA.14L1.S","1875.320704","2083.278580","2433.660000","130.156986","2.005790","0.000000000","0.000000","50.2808950","0.000000000","0.000000000","29-JUL-2015","-","773537","5736994","5736994"
"BR","360","BHZ.141.E","1875.409130","2083.366230","2433.660000","130.281496","-","0.098175000","0.000000","50.2808950","0.000000000","0.000000000","19-JUN-1990","-","80417","2459492","2459492"
"BR","360","BHZ.141.S","1876.439240","2084.610190","2433.660000","131.899192","1.617696","0.098175000","0.000000","37.7809070","0.000000000","0.000000000","19-JUN-1990","-","80418","2459492","2459492"
"BR","360","QFO.141.E","1876.657410","2084.933600","2433.660000","132.289302","-","0.000000000","0.000000","37.7809070","0.000000000","0.000000000","19-JUN-1990","-","80419","2459495","2459495"
"BR","360","QFO.141.S","1876.912420","2085.311630","2433.660000","132.745302","0.456000","0.000000000","0.000000","37.7809070","0.000000000","0.000000000","19-JUN-1990","-","80420","2459495","2459495"
"BR","360","BPM.14L3.E","1876.966110","2085.391220","2433.660000","132.841302","-","0.000000000","0.000000","37.7809070","0.000000000","0.000000000","19-JUN-1990","-","80479","2452581","2459507"
"BR","360","BPM.14L3.S","1877.250200","2085.812350","2433.660000","133.349302","0.508000","0.000000000","0.000000","37.7809070","0.000000000","0.000000000","19-JUN-1990","-","80480","2452581","2459507"
"BR","360","QDE.14.E","1877.303880","2085.891940","2433.660000","133.445302","-","0.000000000","0.000000","37.7809070","0.000000000","0.000000000","19-JUN-1990","-","80421","2459513","2459513"
"BR","360","QDE.14.S","1877.770290","2086.583330","2433.660000","134.279302","0.834000","0.000000000","0.000000","37.7809070","0.000000000","0.000000000","19-JUN-1990","-","80422","2459513","2459513"
"BR","360","BSW.14L4.E","1877.869800","2086.730844","2433.660000","134.457242","-","0.000000000","0.000000","37.7809070","0.000000000","0.000000000","29-JUL-2015","-","80423","2459520","2459520"
"BR","360","BSW.14L4.S","1878.132640","2087.120479","2433.660000","134.927242","0.470000","0.000000000","0.000000","37.7809070","0.000000000","0.000000000","29-JUL-2015","-","80424","2459520","2459520"
"BR","360","QFO.142.E","1878.162310","2087.164470","2433.660000","134.980302","-","0.000000000","0.000000","37.7809070","0.000000000","0.000000000","19-JUN-1990","-","80425","2459496","2459496"
"BR","360","QFO.142.S","1878.417320","2087.542490","2433.660000","135.436302","0.456000","0.000000000","0.000000","37.7809070","0.000000000","0.000000000","19-JUN-1990","-","80426","2459496","2459496"
"BR","360","BHZ.142.E","1878.636010","2087.866690","2433.660000","135.827302","-","0.098175000","0.000000","37.7809070","0.000000000","0.000000000","19-JUN-1990","-","80427","2459493","2459493"
"BR","360","BHZ.142.S","1879.403650","2089.287710","2433.660000","137.444998","1.617696","0.098175000","0.000000","25.2811570","0.000000000","0.000000000","19-JUN-1990","-","80428","2459493","2459493"
"BR","360","BTV.15L1.E","1879.458570","2089.418660","2433.660000","137.586998","-","0.000000000","0.000000","25.2811570","0.000000000","0.000000000","11-FEB-1999","-","186814","2459523","2459523"
"BR","360","BTV.15L1.S","1879.560290","2089.661190","2433.660000","137.849998","0.263000","0.000000000","0.000000","25.2811570","0.000000000","0.000000000","11-FEB-1999","-","186815","2459523","2459523"
"BR","360","SMH.15L1.E","1879.560290","2089.661190","2433.660000","137.849998","-","0.000000000","0.000000","25.2811570","0.000000000","0.000000000","11-FEB-1999","-","179047","2452588","2459526"
"BR","360","SMH.15L1.S","1880.047610","2090.823140","2433.660000","139.109998","1.260000","0.000000000","0.000000","25.2811570","0.000000000","0.000000000","11-FEB-1999","-","179048","2452588","2459526"
"BR","360","BSW.15L1.E","1880.248980","2091.303282","2433.660000","139.630658","-","0.000000000","0.000000","25.2811570","0.000000000","0.000000000","31-JUL-2015","-","773538","2459538","2459538"
"BR","360","BSW.15L1.S","1880.390535","2091.640801","2433.660000","139.996658","0.366000","0.000000000","0.000000","25.2811570","0.000000000","0.000000000","31-JUL-2015","-","773539","2459538","2459538"
"BR","360","BHZ.151.E","1880.430100","2091.735180","2433.660000","140.098998","-","0.098175000","0.000000","25.2811570","0.000000000","0.000000000","19-JUN-1990","-","80429","2459540","2459540"
"BR","360","BHZ.151.S","1880.905760","2093.278650","2433.660000","141.716694","1.617696","0.098175000","0.000000","12.7808760","0.000000000","0.000000000","19-JUN-1990","-","80430","2459540","2459540"
"BR","360","QFO.151.E","1880.983550","2093.660930","2433.660000","142.106794","-","0.000000000","0.000000","12.7808760","0.000000000","0.000000000","19-JUN-1990","-","80431","2459543","2459543"
"BR","360","QFO.151.S","1881.074490","2094.107770","2433.660000","142.562794","0.456000","0.000000000","0.000000","12.7808760","0.000000000","0.000000000","19-JUN-1990","-","80432","2459543","2459543"
"BR","360","BPM.15L3.E","1881.093630","2094.201850","2433.660000","142.658794","-","0.000000000","0.000000","12.7808760","0.000000000","0.000000000","19-JUN-1990","-","80481","2452594","2459555"
"BR","360","BPM.15L3.S","1881.194930","2094.699640","2433.660000","143.166794","0.508000","0.000000000","0.000000","12.7808760","0.000000000","0.000000000","19-JUN-1990","-","80482","2452594","2459555"
"BR","360","QDE.15.E","1881.214080","2094.793710","2433.660000","143.262794","-","0.000000000","0.000000","12.7808760","0.000000000","0.000000000","19-JUN-1990","-","80433","2459561","2459561"
"BR","360","QDE.15.S","1881.380390","2095.610960","2433.660000","144.096794","0.834000","0.000000000","0.000000","12.7808760","0.000000000","0.000000000","19-JUN-1990","-","80434","2459561","2459561"
"BR","360","BSW.15L4.E","1881.405325","2095.733489","2433.660000","144.221834","-","0.000000000","0.000000","12.7808760","0.000000000","0.000000000","29-JUL-2015","-","80435","2459564","2459564"
"BR","360","BSW.15L4.S","1881.499050","2096.194049","2433.660000","144.691834","0.470000","0.000000000","0.000000","12.7808760","0.000000000","0.000000000","29-JUL-2015","-","80436","2459564","2459564"
"BR","360","QFO.152.E","1881.520180","2096.297880","2433.660000","144.797794","-","0.000000000","0.000000","12.7808760","0.000000000","0.000000000","19-JUN-1990","-","80437","2459544","2459544"
"BR","360","QFO.152.S","1881.611120","2096.744720","2433.660000","145.253794","0.456000","0.000000000","0.000000","12.7808760","0.000000000","0.000000000","19-JUN-1990","-","80438","2459544","2459544"
"BR","360","BHZ.152.E","1881.689100","2097.127930","2433.660000","145.644804","-","0.098175000","0.000000","12.7808760","0.000000000","0.000000000","19-JUN-1990","-","80439","2459541","2459541"
"BR","360","BHZ.152.S","1881.854500","2098.734540","2433.660000","147.262500","1.617696","0.098175000","0.000000","0.2806900","0.000000000","0.000000000","19-JUN-1990","-","80440","2459541","2459541"
"BR","360","MM.16L1.E","1881.854981","2098.843539","2433.660000","147.371500","-","0.000000000","0.000000","0.2806900","0.000000000","0.000000000","31-JUL-2015","-","762726","2452602","2452602"
"BR","360","MM.16L1.S","1881.857220","2099.351534","2433.660000","147.879500","0.508000","0.000000000","0.000000","0.2806900","0.000000000","0.000000000","31-JUL-2015","-","762727","2452602","2452602"
"BR","360","KSW.16L1.E","1881.857584","2099.434033","2433.660000","147.962000","-","0.000000000","0.000000","0.2806900","0.000000000","0.000000000","27-FEB-2017","-","777140","40101119","40101119"
"BR","360","KSW.16L1.S","1881.859886","2099.956028","2433.660000","148.484000","0.522000","0.000000000","0.000000","0.2806900","0.000000000","0.000000000","27-FEB-2017","-","777141","40101119","40101119"
"BR","360","MCC.16L1.E","1881.862549","2100.560032","2433.660000","149.088010","-","0.000000000","0.000000","0.2806900","0.000000000","0.000000000","31-JUL-2015","-","762728","2452606","2452606"
"BR","360","MCC.16L1.S","1881.864850","2101.082027","2433.660000","149.610010","0.522000","0.000000000","0.000000","0.2806900","0.000000000","0.000000000","31-JUL-2015","-","762729","2452606","2452606"
"BR","360","BHZ.161.E","1881.866220","2101.388510","2433.660000","149.916500","-","0.098175000","0.000000","0.2806900","0.000000000","0.000000000","19-JUN-1990","-","80441","2459587","2459587"
"BR","360","BHZ.161.S","1881.715000","2102.996520","2433.660000","151.534196","1.617696","0.098175000","0.000000","387.7809450","0.000000000","0.000000000","19-JUN-1990","-","80442","2459587","2459587"
"BR","360","QFO.161.E","1881.640580","2103.379480","2433.660000","151.924296","-","0.000000000","0.000000","387.7809450","0.000000000","0.000000000","19-JUN-1990","-","80443","2459591","2459591"
"BR","360","QFO.161.S","1881.553600","2103.827100","2433.660000","152.380296","0.456000","0.000000000","0.000000","387.7809450","0.000000000","0.000000000","19-JUN-1990","-","80444","2459591","2459591"
"BR","360","BPM.16L3.E","1881.535280","2103.921340","2433.660000","152.476296","-","0.000000000","0.000000","387.7809450","0.000000000","0.000000000","19-JUN-1990","-","80483","2452608","2459603"
"BR","360","BPM.16L3.S","1881.438380","2104.420010","2433.660000","152.984296","0.508000","0.000000000","0.000000","387.7809450","0.000000000","0.000000000","19-JUN-1990","-","80484","2452608","2459603"
"BR","360","QDE.16.E","1881.420070","2104.514250","2433.660000","153.080296","-","0.000000000","0.000000","387.7809450","0.000000000","0.000000000","19-JUN-1990","-","80445","2459609","2459609"
"BR","360","QDE.16.S","1881.260970","2105.332940","2433.660000","153.914296","0.834000","0.000000000","0.000000","387.7809450","0.000000000","0.000000000","19-JUN-1990","-","80446","2459609","2459609"
"BR","360","KSW.16L4.E","1881.243990","2105.420300","2433.660000","154.003296","-","0.000000000","0.000000","387.7809450","0.000000000","0.000000000","19-JUN-1990","-","80447","5736989","2459612"
"BR","360","KSW.16L4.S","1881.144420","2105.932720","2433.660000","154.525296","0.522000","0.000000000","0.000000","387.7809450","0.000000000","0.000000000","19-JUN-1990","-","80448","5736989","2459612"
"BR","360","QFO.162.E","1881.127250","2106.021060","2433.660000","154.615296","-","0.000000000","0.000000","387.7809450","0.000000000","0.000000000","19-JUN-1990","-","80449","2459592","2459592"
